0.8806960502	nb
0.8805538684	vdr
0.8804616584	emi1
0.8804519232	mrp
0.8804519022	cmv
0.8804335616	gsh
0.8802485129	dp
0.8800827245	ttp
0.8800108573	ai
0.8798715159	hc
0.8797677510	vpr
0.8796236746	sap
0.8795775214	lbr
0.8794692973	ghr
0.8794501386	copi
0.8793969317	cot
0.8793953689	crf
0.8792610772	nmd
0.8791941291	vasp
0.8791404773	rbp
0.8790895210	abcg1
0.8789539680	epa
0.8787837870	dap
0.8787762353	lpa
0.8786868093	lar
0.8786076813	acat
0.8785730892	pml
0.8781376405	br
0.8778841219	bdnf
0.8778541756	hcc
0.8778003986	saa
0.8777491302	clip
0.8777207500	ltc4
0.8776241972	chop
0.8775931190	sam
0.8775746816	adam
0.8775585616	ber
0.8775376446	wrn
0.8774703853	puma
0.8774230818	hs
0.8773724878	fxi
0.8773052681	hplc
0.8772671965	rcc1
0.8771229921	a2e
0.8770608548	mcc
0.8770445042	mcp
0.8770085675	pla
0.8768841675	aldh2
0.8766469060	kh
0.8766458438	pfk
0.8766152437	dha
0.8765883841	ptk
0.8764121488	ar
0.8763630096	hbp
0.8763507699	ptk6
0.8761666618	her4
0.8760309196	hare
0.8758264853	rankl
0.8755241850	alk7
0.8755092346	clk
0.8752611504	tpmt
0.8752597857	pdgfr
0.8750454980	arnt
0.8750069743	alcl
0.8747876568	gpc
0.8747689832	pufa
0.8747128826	pdgfra
0.8747081999	sglt2
0.8746936505	nnmt
0.8746608759	rela
0.8745811530	gh
0.8745545414	bsa
0.8744703003	lca
0.8744117633	prlr
0.8743542713	plp
0.8742357681	paf
0.8742250810	mrp2
0.8740557166	gla
0.8739886994	rpe
0.8739101652	fkhr
0.8739083128	g6pase
0.8738964577	prx
0.8738566074	epr
0.8738444773	gads
0.8737972192	trail
0.8736816687	gaba
0.8735434523	baff
0.8734782640	lif
0.8734341566	ldlr
0.8733858022	pyy
0.8732671658	msh6
0.8732608022	hmt
0.8731915777	mbp
0.8730880288	mmr
0.8726783980	fmnl1
0.8725737169	cf
0.8725652565	cgrp
0.8725560417	ebv
0.8725367825	hgf
0.8725349518	fap
0.8725081514	cyp3a4
0.8724564041	npas2
0.8724520971	crm
0.8723970826	bcl9
0.8723619766	cd100
0.8722770140	scf
0.8722573876	pak
0.8722453532	micu1
0.8722199081	tradd
0.8721094622	atrip
0.8718768115	pcna
0.8717572998	phd
0.8717266251	lds
0.8716810417	orf
0.8716659000	gst
0.8716463803	scid
0.8715895806	ko
0.8715785344	trif
0.8714830549	prmt5
0.8712652124	dpm1
0.8710757604	xpb
0.8710607870	bh4
0.8709129535	gk
0.8708888852	cmp
0.8708296570	hcs
0.8708088887	wws
0.8707926556	egfr
0.8705996819	pld
0.8704964665	nmr
0.8704958703	ald
0.8704497175	foxo
0.8703695069	gfp
0.8703499752	jm
0.8702956866	tweak
0.8702822016	ltb4
0.8702505400	rli
0.8702240057	akt2
0.8701571124	xpd
0.8700234629	atr
0.8699201840	nf2
0.8697733122	atg
0.8697470848	pld1
0.8696527424	cki
0.8696500121	aamp
0.8695081364	acbp
0.8694350253	imp
0.8694010576	escs
0.8693966989	scd
0.8693755531	osbp
0.8693595152	mct1
0.8692652232	cbs
0.8692558007	sa
0.8692477776	hgsnat
0.8692179797	ksr
0.8691915271	ros
0.8691370538	ldl
0.8691345023	stx
0.8691126665	gs
0.8689504197	ctbp
0.8688424899	sm
0.8687874601	rcdp
0.8687355391	blm
0.8686739654	cbp
0.8686181743	slap
0.8686164150	c5a
0.8686122183	epor
0.8685070842	trf1
0.8684497582	mef2
0.8683566747	isgylation
0.8683406629	pge2
0.8683183503	asm
0.8682544033	ner
0.8681716620	angptl4
0.8680980003	pyk2
0.8680536653	ddb1
0.8680009043	tel
0.8679265392	kir
0.8679184009	xor
0.8679136576	crkl
0.8679051663	pacap
0.8678648295	la
0.8678047001	ad
0.8677257861	nsclc
0.8677111709	pgrp
0.8676754735	mavs
0.8676752552	arl1
0.8675409272	senp2
0.8675355644	tor
0.8675100718	rxralpha
0.8673742587	lat
0.8673660977	fip3
0.8673657400	hoxa1
0.8673246298	tacc3
0.8673132649	erbeta
0.8672505241	agt
0.8672032447	lkb1
0.8671540205	ssa
0.8670785508	ndpk
0.8670450565	cma
0.8670109910	als2
0.8669978545	ldh
0.8669511262	mth1
0.8669464646	th1
0.8668359183	tcr
0.8668183503	damgo
0.8668087362	sod1
0.8668063295	tam
0.8668043529	tfiih
0.8667866394	sry
0.8667624347	cbfa1
0.8667538549	cox
0.8666788736	t3
0.8666574170	igfs
0.8666288334	pepck
0.8665625585	cst
0.8665167061	tki
0.8664905712	srs
0.8664897323	cd
0.8663899847	xbp1
0.8663567245	ilk
0.8663159046	ejc
0.8662148313	lps
0.8662093422	lta
0.8661363572	vdac
0.8661053740	nmnat
0.8660506121	pah
0.8660098238	ggtase
0.8659575720	pla2
0.8659542785	cdc20
0.8659358728	parg
0.8659244813	copii
0.8657955397	frs2
0.8657954059	rp2
0.8657728310	tnfr
0.8657700934	tlr9
0.8657112095	dscam
0.8657101912	oca
0.8656696573	tb
0.8656655689	pc1
0.8656388597	pdgfralpha
0.8656016055	hk
0.8655777919	naadp
0.8654800765	apc
0.8654527298	nat2
0.8654464774	rcas1
0.8654413002	xpa
0.8653257408	t4
0.8653145858	c9
0.8652212421	crc
0.8651507513	pgf
0.8651182623	fxii
0.8650773078	ic
0.8650403730	idol
0.8650127293	trf2
0.8649803224	wrb
0.8649287618	mst
0.8649232588	cct
0.8648566575	irak1
0.8648136557	bcrp
0.8647430449	traf
0.8647347362	opa
0.8647329522	phk
0.8646518252	gw
0.8645832155	ctp
0.8644256835	tar
0.8643849095	rb1
0.8643714341	igd
0.8643083355	arl2
0.8643042737	aml1
0.8642228685	mpz
0.8641765761	stat5a
0.8641378314	pabp
0.8641221071	vp16
0.8641123829	erk3
0.8641006121	mnk
0.8640527480	em
0.8640233912	sahf
0.8639667151	cntfr
0.8639084664	rtt
0.8638975509	axin1
0.8637834704	hd
0.8637505241	pgn
0.8637389863	fih
0.8636722045	cn
0.8634298161	kv4
0.8634123740	afb1
0.8634033758	cd147
0.8633955041	hco3
0.8633590398	chip28
0.8633451171	ppar
0.8633413814	ile
0.8633236931	cml
0.8633149314	pmp22
0.8632908437	secis
0.8632256665	pp2
0.8631419953	hhip
0.8630357502	porcn
0.8629728948	ptp
0.8629620267	vrac
0.8627861274	arf1
0.8627569570	arf
0.8627555525	npc
0.8627408416	lc3
0.8626845718	trmu
0.8625753303	dbd
0.8623768074	gpr30
0.8623195743	n1
0.8623113612	pkc
0.8622450599	st6galnac
0.8622190900	mlc
0.8621960500	ccp
0.8621580343	psa
0.8621276486	chd
0.8620408088	nadp
0.8620011582	ing2
0.8617481706	gpx1
0.8617458344	vegf
0.8617280286	crbp
0.8616544981	cpd
0.8616433870	sdh
0.8615247389	ikkalpha
0.8614922663	hcmv
0.8614149577	par
0.8614111253	ubf
0.8613992326	sgk
0.8613691987	nod
0.8612274504	muc1
0.8612023896	fx
0.8611220284	mapkk
0.8611171801	arhgef6
0.8611171801	ntpdase3
0.8611171801	pkn1
0.8610646236	mrp4
0.8610286689	ppt
0.8609774782	cyp
0.8609433614	atm
0.8609360736	boc
0.8609279587	arh
0.8609086636	niddm
0.8608327592	pparalpha
0.8608310968	ep
0.8607925533	cfc
0.8607865340	acs
0.8607555920	hx
0.8607504690	hip1
0.8607217547	auf1
0.8607066241	ef
0.8606981489	mpf
0.8606551091	nag
0.8606049411	fas
0.8606006816	plb
0.8603423765	ire1
0.8603301783	fmn
0.8602851510	fancj
0.8602574646	tram
0.8602161456	fak
0.8601992461	rbc
0.8601902529	ddb
0.8601841610	bh
0.8601562302	ffa
0.8601228948	pias
0.8600243924	tkd
0.8599799526	bs
0.8599424621	ccs
0.8599166101	chk1
0.8599123094	bb
0.8598853300	larg
0.8598790402	cbc
0.8598494300	tnfr1
0.8598372130	ikkbeta
0.8597675042	ptn
0.8597550018	rip3
0.8597007436	ift
0.8596617825	pdgf
0.8596125351	sra
0.8595945702	gsdmd
0.8595764796	creb
0.8595753303	lbp
0.8593902296	ck2
0.8593149701	nadh
0.8593096446	aim2
0.8592686831	gsk3
0.8591493342	tlr7
0.8591243711	upr
0.8590989426	aldp
0.8590754789	atic
0.8590404696	semet
0.8589341778	cak
0.8589079625	pcg
0.8589067903	oct4
0.8588786566	aml
0.8588473218	gper
0.8588336569	d816v
0.8588152438	nak
0.8588031005	glut
0.8588017943	xiap
0.8587725880	smar1
0.8587553292	ir
0.8587202634	cdk9
0.8586885001	ltd4
0.8586869398	cr2
0.8586783018	garp
0.8586544981	serca
0.8586377256	plk
0.8586100176	pidd
0.8586016055	yfp
0.8585888858	irak
0.8585868425	als
0.8585816138	tbk1
0.8585643548	cns
0.8585605809	oas
0.8585451962	ige
0.8585039931	pcp
0.8585032222	r1
0.8584495096	gpt
0.8584391313	nemo
0.8584166135	ttd
0.8584112453	tirap
0.8584002666	gpvi
0.8583594713	aprf
0.8583508276	rkip
0.8581973728	fadd
0.8581906992	ubiad1
0.8581906683	ld
0.8581578593	hdac
0.8581475392	pmm2
0.8581416940	fto
0.8580922209	rtk
0.8580390369	c6
0.8580142190	egr2
0.8579974105	mn
0.8579949527	ulk1
0.8579886994	pma
0.8579796663	hausp
0.8579754627	dsb
0.8579754478	fn
0.8579591861	lpi
0.8579299355	npc1
0.8579234647	ubc9
0.8579198776	hdr
0.8579191082	rhamm
0.8578856796	msi
0.8578302886	ecm
0.8577514224	myh
0.8577201023	cre
0.8576942108	jak3
0.8576902615	u6
0.8576631544	pltp
0.8576596897	e2s
0.8576505400	ncc
0.8576016055	pdi
0.8575970512	cetp
0.8575446174	dsif
0.8574600564	th17
0.8574381658	gbp
0.8574133600	ost
0.8574035574	plc
0.8574003562	pf4
0.8573496799	ch
0.8573187228	hfi
0.8572811354	res
0.8572707515	rnf43
0.8572645615	hl
0.8572301111	ppargamma
0.8571548603	td
0.8571381658	ksrp
0.8571116712	her3
0.8570357506	npy
0.8570192264	jak
0.8569904944	uim
0.8569734473	cdo
0.8569714647	pras40
0.8569127959	nipa
0.8569127959	dmf
0.8568325040	pts2
0.8567502980	pc2
0.8566968385	tlr
0.8566243326	bace1
0.8566126436	btk
0.8565891177	tbc
0.8565436834	ct
0.8565236391	mvb
0.8564701171	escrt
0.8564547324	ddr
0.8564450250	irs1
0.8563535732	eh
0.8563367908	ship2
0.8563328451	ac
0.8563291013	v2
0.8563158806	dsl
0.8563147197	bmal1
0.8562684855	ec
0.8562595732	trex
0.8562325986	sf1
0.8562137901	grk1
0.8561851841	faldh
0.8561728187	tk
0.8560890491	isg15
0.8560594551	mat
0.8560397947	nos
0.8560344535	hlcs
0.8560248977	nh
0.8559752016	ebag9
0.8559701724	tlr2
0.8559334325	apap
0.8559244431	cd44
0.8559222091	tak1
0.8558638421	cul7
0.8557376737	fitc
0.8557376737	bpde
0.8557295284	co2
0.8557294142	ce
0.8556965387	lats
0.8556009163	tg
0.8555922781	abca3
0.8555775079	tlr4
0.8555058140	ta
0.8554973870	fha
0.8554924294	dat
0.8554924294	irk
0.8554293911	ntn
0.8553930673	vcp
0.8553803746	bmp
0.8553601359	fxr
0.8552862653	neca
0.8552862653	hrg
0.8552796625	dkk
0.8552382443	ikk
0.8551670798	trapp
0.8550906480	th2
0.8550904801	braf
0.8550724459	fcepsilonri
0.8550468322	hhat
0.8550175786	jnk
0.8549959652	drb
0.8549539825	tp
0.8548787062	smo
0.8548352424	pkn
0.8548325648	snares
0.8548036876	lekti
0.8547822701	mma
0.8547655719	ires
0.8547303283	tdg
0.8547127166	esc
0.8546949780	cd36
0.8546872371	luman
0.8546146192	prak
0.8546044142	rfc
0.8545938378	pp1
0.8545784300	amg
0.8544788797	cd95
0.8544382578	sox10
0.8544221183	scn
0.8544156264	asl
0.8543721860	rb
0.8543151654	kap1
0.8542775595	hfe
0.8542568892	hco
0.8542413905	mef
0.8541886404	shp2
0.8541399005	stat6
0.8541163671	srf
0.8540488437	ado
0.8540344437	car
0.8539347664	cbd
0.8539344517	gata3
0.8538755055	pa
0.8538425405	cx43
0.8538380734	dvl
0.8538298001	cd1
0.8537953633	r3
0.8537884385	ks
0.8537369049	runx3
0.8537219308	ova
0.8537173425	eralpha
0.8536709068	bsep
0.8536701494	c3a
0.8536557552	crl
0.8536499227	pd1
0.8536499227	ndrg1
0.8536395615	parp
0.8535918813	vmax
0.8535884251	nub1l
0.8535733689	mphi
0.8534877598	traf2
0.8534848413	krab
0.8534422625	pgm1
0.8534161074	rgs
0.8534115078	igg
0.8534099708	cd45
0.8534070728	aaa
0.8533939233	grk
0.8533487172	blnk
0.8533440003	shh
0.8532873496	sp3
0.8532783815	calm
0.8532412938	dids
0.8532143632	rgc
0.8532042169	mlx
0.8531747453	le
0.8531647273	hlh
0.8531541737	aspp
0.8531540270	dai
0.8531511971	gcs
0.8531510826	wasp
0.8531485948	igm
0.8531426218	cftr
0.8531379460	dhh
0.8530818321	pkcdelta
0.8530609532	rab13
0.8530397868	tead
0.8530327047	sos
0.8529997198	ahrr
0.8529948519	mecp2
0.8529743928	ksr1
0.8529597198	icp
0.8529597198	fkbp
0.8529105248	gnrh
0.8529040700	rilp
0.8528764946	sp1
0.8528344053	nfatp
0.8528038463	srebp
0.8527661774	irf3
0.8527557664	fgfr1
0.8526960669	pdk1
0.8526850769	mutyh
0.8526610699	bag6
0.8526469423	tir
0.8526306003	gpib
0.8525997206	ln
0.8525987846	smac
0.8525697070	s1
0.8525545618	lrat
0.8525522245	tsc2
0.8524584600	crm1
0.8523628457	cd23
0.8523622985	pank2
0.8523461507	ngal
0.8522491762	pim
0.8521794937	idh
0.8521430810	iav
0.8521286689	mmc
0.8521128184	hp1
0.8520202167	satb1
0.8520099918	c6st
0.8519827641	dd
0.8519684344	ags
0.8519617741	c4b
0.8519566680	gator1
0.8519454618	lam
0.8518903799	rev7
0.8518677527	vkorc1l1
0.8518610630	ggpp
0.8518462417	noxo1
0.8518462417	s100a7
0.8518462417	ckialpha
0.8518034208	traf3
0.8517953633	c8
0.8517805556	abca7
0.8517462564	ire
0.8516935428	creb3l1
0.8516358463	lrp
0.8516188253	vldlr
0.8516177233	ccd
0.8516069281	p2y12
0.8516010996	igfbps
0.8515962709	pkctheta
0.8515914488	gab1
0.8515908356	spt
0.8515713526	calpha
0.8515669967	mca
0.8513892658	mtmr6
0.8513150894	asns
0.8512690736	ces
0.8512595123	phe
0.8511004390	bc
0.8510357506	lbd
0.8510328318	catsper
0.8510202431	ihh
0.8510184258	h3k4
0.8509902615	r2
0.8509277603	hif
0.8509070550	tnfalpha
0.8508818595	tpl2
0.8508615543	vkorc1
0.8508482885	b23
0.8508286595	asn
0.8508059911	bcr
0.8507032237	usp21
0.8507032237	mtm1
0.8506352707	socs1
0.8505951491	znt
0.8505883081	cam
0.8505091526	myd88
0.8504798710	dhea
0.8504344053	rpa70
0.8503943098	ap1
0.8503855412	cul1
0.8503807681	perp
0.8503761006	palb2
0.8503752765	mnsod
0.8503655294	leu
0.8503555075	gli3
0.8503307997	mtmr2
0.8503094969	nurd
0.8502839470	alas
0.8502554249	val
0.8501888421	git1
0.8501472187	hiv
0.8501234481	cyp1b1
0.8500658441	dll4
0.8500372805	ptf
0.8500296618	est
0.8500268946	siah
0.8500182014	klk8
0.8500097317	gln
0.8499973870	cog
0.8499435904	brca2
0.8499339383	fp
0.8499124447	prkx
0.8499036376	dad
0.8498742452	tfr
0.8498499123	asa
0.8498373284	sfk
0.8498181505	cea
0.8498125204	mlkl
0.8497985359	cop
0.8497957210	rok
0.8497398598	lmf1
0.8497398598	cmg2
0.8497398598	lgi3
0.8497377539	hcr
0.8497292864	dnmt3b
0.8496923507	hipk1
0.8495669444	pdz
0.8495174329	marco
0.8495101715	otub1
0.8495101715	il1rapl1
0.8494155636	c3
0.8493836549	mr
0.8493612008	cul5
0.8492994118	galpha
0.8492830982	mw
0.8492666546	bbs3
0.8492634380	ssat
0.8492506250	rii
0.8492457942	gbetagamma
0.8491766635	rabgap
0.8491541041	frat
0.8491439398	cg
0.8491394638	nf1
0.8491252024	rantes
0.8489591643	ncam
0.8489471476	nfkappab
0.8489301721	cng
0.8489228948	vamp
0.8489133190	dap12
0.8488753427	epcr
0.8488321469	her2
0.8488310244	tnfr2
0.8488310244	fat10
0.8488143474	nik
0.8488123707	cdg
0.8487965529	plk3
0.8487858963	fanci
0.8487788348	dcc
0.8486931505	mcd
0.8486671405	tn
0.8486627580	vip
0.8486286689	onoo
0.8486178083	rxr
0.8485973151	aibzip
0.8485162126	tkis
0.8484206690	ebi3
0.8484157690	lt
0.8484143479	ptprz
0.8484016830	trx
0.8484012235	nab
0.8483983037	octn2
0.8483983037	ago1
0.8483873059	e1b
0.8483499713	sglt
0.8482801270	aro
0.8482623311	fgf23
0.8482323464	s4
0.8481807866	s2p
0.8481625050	uap56
0.8481585513	rip140
0.8481411661	sgta
0.8480891712	scd2
0.8480699471	adc
0.8480526815	brf1
0.8480286205	nhe1
0.8479905113	fcgammar
0.8479901460	aqp5
0.8479878042	nep
0.8479854185	crkii
0.8479826014	cd14
0.8479603913	pde3b
0.8479561601	eda
0.8479358153	pgfs
0.8479083626	scl
0.8478886683	pp2a
0.8478843482	gef
0.8478840549	timp
0.8478535951	yap
0.8478429292	pdk2
0.8478129196	cho
0.8478114875	nte
0.8478095579	bir3
0.8477909383	tm
0.8477756129	erk2
0.8477690336	mmp
0.8477573083	rp
0.8477427055	pix
0.8477390922	nras
0.8476671036	erk4
0.8476585469	gsdme
0.8475311395	ttbk2
0.8475311395	rpa32
0.8475311395	fn14
0.8475006474	soc
0.8474810124	hrd1
0.8474068389	csa
0.8473932922	kpna2
0.8473784222	dlbcl
0.8473611831	pi3kgamma
0.8473321456	fge
0.8473223508	hmw
0.8472690467	g6pd
0.8472670074	pge
0.8472398598	c1inh
0.8472040753	igs
0.8472026883	gli1
0.8471277349	crib
0.8470530420	c4
0.8470261228	kdr
0.8470223508	fxn
0.8470223508	rk
0.8469178807	clc
0.8469150376	gcc
0.8469150376	dca
0.8468758148	ship1
0.8468465155	mypt1
0.8468329531	atf5
0.8467512737	varp
0.8466984468	tulp3
0.8466347716	gg
0.8466300729	cpsf
0.8466062634	srcr
0.8465754727	c3b
0.8465444960	dub
0.8465266797	pd
0.8465176622	g4
0.8464798556	dock8
0.8463946718	gas1
0.8463685561	snp
0.8463570496	pgd
0.8463380348	fa
0.8463302741	usp10
0.8463235623	lxralpha
0.8462897101	nox
0.8462395615	nmda
0.8462209264	polh
0.8462183135	tmd
0.8462119643	mds
0.8461873707	tgn
0.8461553112	mrlc
0.8460976776	rab14
0.8460187258	csb
0.8459602789	nlrp3
0.8459166713	sapk
0.8458733042	hdac2
0.8458048080	tak
0.8457623068	sv40
0.8457110077	hib
0.8456662606	mll
0.8456634384	cebpa
0.8456634384	moz
0.8455393431	galnac
0.8455345624	iq
0.8455205474	smads
0.8454676145	dag
0.8454078502	nat
0.8453946718	pias3
0.8453907444	uch
0.8453396949	hpi
0.8453289837	ecs
0.8452468653	ucp
0.8452088554	ptps
0.8451918640	tpx2
0.8451870572	sirpalpha
0.8451766427	hel
0.8451282818	ntpdases
0.8451282818	atf2
0.8451083343	cby
0.8450980999	pld2
0.8450668526	nxf1
0.8450356897	limk1
0.8450333003	tc
0.8450211972	mip
0.8449842318	brk
0.8449826668	emt
0.8449431947	eoc
0.8449428189	cert
0.8448085461	pmp
0.8448068886	e2f7
0.8447907545	hepe
0.8447894576	bard1
0.8447740964	sod
0.8447690342	prk1
0.8447688883	fk506
0.8447463186	cpt
0.8447434801	hltf
0.8447375200	hira
0.8447148924	mre11
0.8447062844	mtrr
0.8446868914	glut4
0.8446512379	lrp5
0.8446391228	rif
0.8446157285	tmprss2
0.8446157285	ikkepsilon
0.8445864929	nad
0.8445864400	pla1
0.8445294446	sema3a
0.8445115945	smad3
0.8445054664	p2y
0.8444971489	ddah
0.8444831181	pak6
0.8444702869	frat1
0.8444689020	erad
0.8444342410	ship
0.8444238293	nbc1
0.8444065874	ptx
0.8443854665	st
0.8443829942	heptp
0.8443728948	rgd
0.8443664869	mfsd2a
0.8443111708	mp1
0.8442822527	mrp3
0.8442819370	nqo2
0.8442819370	amcase
0.8442635908	nc1
0.8442602524	el
0.8442511607	gpi
0.8442424843	spop
0.8442158640	p4
0.8441949680	glca
0.8441918640	fbw7
0.8441878477	noxa1
0.8441736967	ach
0.8441665696	nes
0.8441579244	chrebp
0.8441429248	btb
0.8441247047	fgfrs
0.8440826457	cxcr4
0.8440545643	acc2
0.8440091007	tk2
0.8439888853	igf
0.8439852258	gpx
0.8439795767	lav
0.8439562117	sumo
0.8439058443	fasl
0.8438562425	c4bp
0.8438491948	cbfβ
0.8437998034	iic
0.8437785286	gbm
0.8437048731	ephb2
0.8436766427	mag
0.8436367837	å
0.8436297599	dab1
0.8436181219	cyp1a2
0.8435700853	c16
0.8435321547	ntpdase2
0.8435108268	lsr
0.8435057540	rsk
0.8434892128	fkbp52
0.8434567790	rep
0.8434342410	tace
0.8434272335	bk
0.8434200615	kras
0.8434054146	glcnac
0.8433696220	mb
0.8433021794	tfb1m
0.8432970644	ic50
0.8432820252	kcc3
0.8432820252	atad2
0.8432567266	irf7
0.8432546590	hif1α
0.8432190491	spry
0.8432097829	his64
0.8431980971	msk1
0.8431175808	prmt6
0.8431175808	mcph1
0.8431153260	mec
0.8431056719	dnmt2
0.8430877009	fog
0.8429591932	rre
0.8429560187	fdx1
0.8429198881	parc
0.8429167154	no2
0.8429008899	snare
0.8428960935	srr
0.8428649704	letm1
0.8428336617	fkhrl1
0.8427611088	sds
0.8426845894	gq
0.8426704188	fgfr2
0.8426624031	nadph
0.8426409269	bap1
0.8426343122	os
0.8426308643	hse
0.8426202506	dmpk
0.8425848511	mim
0.8425556503	crl4
0.8424817037	cul
0.8424450373	dnmt3a
0.8424398047	pse
0.8424176462	s2
0.8424121001	itd
0.8423992739	vkor
0.8423944050	glc
0.8423841732	fancm
0.8422909937	kell
0.8422811675	dvl2
0.8422744435	nrp1
0.8422690342	tlr5
0.8422195621	itk
0.8422026000	dab2
0.8422003554	rnf8
0.8421787651	dr
0.8421576796	ape
0.8421317014	hsf1
0.8420792331	pdgfrα
0.8420087228	ptdins
0.8420055178	rnp
0.8419769748	rara
0.8419308964	ubch8
0.8419020176	icd
0.8418992267	neu5ac
0.8418411003	fan1
0.8418297262	k63
0.8417902091	dmt1
0.8417889141	mcs
0.8417652534	snx9
0.8417529446	atp
0.8417056562	ars
0.8416978156	csk
0.8416920636	smvt
0.8416684627	mrp5
0.8416662162	fmnl2
0.8415873357	hdac3
0.8415550240	alk
0.8415385572	ae1
0.8414941463	tmf
0.8414737034	elisa
0.8414711563	gpc3
0.8414679435	nmt
0.8414579147	oct6
0.8414258037	tcptp
0.8414258037	tfv
0.8414019693	spred
0.8413918640	lsd1
0.8413600688	smc
0.8413334666	cck
0.8413211987	vlcfa
0.8412786304	sox2
0.8412724100	numa
0.8412572017	mst1
0.8412378389	rip
0.8412354382	mda5
0.8411727443	zap70
0.8410757345	tie2
0.8410668526	arfgap1
0.8410310393	mta1
0.8410282698	rce1
0.8410207829	tae684
0.8410183969	foxl2
0.8409396761	bhmt
0.8409185413	jag1
0.8408806764	hete
0.8408717003	cd8
0.8408621790	tpr
0.8408514611	angptl3
0.8407884101	dpm
0.8407565157	fkbp51
0.8407306327	gdh
0.8407091701	trma
0.8406916252	fad
0.8406579003	igh
0.8406333561	cub
0.8406326039	ak
0.8406285603	ocrl
0.8406065951	april
0.8406032842	tgfbeta
0.8405524464	ask1
0.8405325499	smad4
0.8405078941	sos1
0.8404975096	tdp1
0.8404942561	lta4
0.8404451953	ecd
0.8404310939	wip
0.8404006677	h19
0.8404003554	a20
0.8403833284	anp
0.8403816370	abcb4
0.8403439075	cxxc5
0.8402725952	klk5
0.8402605127	usp33
0.8402400794	sim
0.8402291423	rnai
0.8402206183	cited2
0.8402080331	gly
0.8401910383	osm
0.8401199391	rab32
0.8400787795	cdkn1a
0.8400787795	ifngamma
0.8400787795	ptdins4p
0.8400663696	smrt
0.8400624433	rnd
0.8400400734	nci
0.8400033793	mycn
0.8399991834	caml
0.8399991834	rktg
0.8399619867	om
0.8399499300	snapc
0.8399430998	pak5
0.8399259476	alu
0.8399022716	par1
0.8398639798	srp
0.8398000228	wstf
0.8397869596	notch4
0.8397651397	abca6
0.8397651397	rack1
0.8397554936	jak2
0.8397545450	itp
0.8397252051	mac
0.8397212655	rtel1
0.8396981407	s14
0.8396829379	arts
0.8396637067	ig20
0.8396568692	jam
0.8395769322	nedd8
0.8395598168	madd
0.8394530899	kim
0.8394053925	tlr15
0.8394053925	phf8
0.8393950506	aqp0
0.8393756442	pdac
0.8393704439	tem8
0.8393636295	icmt
0.8392369122	irap
0.8392339392	rr
0.8392216437	kcnq1
0.8392216437	castor1
0.8391798065	dicer
0.8391781301	ttaggg
0.8391453968	cd33
0.8390768319	glut1
0.8390081145	asc
0.8389699471	mbd
0.8388954518	rnd2
0.8388910711	ifn
0.8388887020	c1r
0.8388823927	copd
0.8388332406	cls
0.8388107976	tank
0.8388031788	ken
0.8387909791	pcsk9
0.8387882977	usa
0.8387614938	tcf
0.8387535685	fancd2
0.8387337508	pex5
0.8387325250	cd31
0.8387314088	iiic
0.8387264095	aβ
0.8386681345	alk1
0.8386583046	cce
0.8386434877	rabin8
0.8386434877	usp13
